id,accelerationx,accelerationy,accelerationz,angularvelocityx,angularvelocityy,angularvelocityz,pitch,roll,yaw,mdlcircle_id,hallsensor,timestamp
142759,21545,-10811,15775,-11797,909,-1024,-54.02999878,1.3899999859999999,156.33999630000002,11448,-2,233028
142760,23459,-5933,20336,-8771,3148,-7763,-77.31999969,-8.489999771,147.08999630000002,11448,1,233069
142761,4556,-16425,20231,-6052,7235,-15005,-86.75,-38.04000092,130.5399933,11448,1,233110
142762,-5881,-15789,9856,-1599,9689,-9780,-52.18000031,-60.00999832,77.61000061,11448,1,233151
142763,-1953,-14573,12867,1183,14643,-6697,-11.47999954,-42.49000168,26.84000015,11448,1,233192
142764,10170,-16821,16133,5422,9096,1008,0.200000003,-17.60000038,19.15999985,11448,-1,233233
142765,17125,-21273,10805,7045,9115,2658,14.34000015,1.090000033,28.64999962,11448,-1,233274
142766,7647,-19725,-2665,5770,7560,5499,29.21999931,16.71999931,45.84000015,11448,-2,233315
142767,-461,-12955,-15466,1854,6323,5522,44.97999954,21.38999939,69.37000275,11448,-2,233356
142768,10383,-21368,-3702,-3737,3259,11700,50.27000046,11.98999977,91.80000305,11448,-2,233397
142769,21242,-20838,716,-7618,8351,6950,36.40999985,2.150000095,119.0699997,11448,-2,233438
142770,21670,-20071,4945,-9743,1524,8261,11.25,5.679999828,140.2299957,11448,-2,233480
142771,18758,-15116,9900,-10927,1328,1155,-15.39999962,5.28000021,151.3000031,11448,-2,233520
