id,accelerationx,accelerationy,accelerationz,angularvelocityx,angularvelocityy,angularvelocityz,pitch,roll,yaw,mdlcircle_id,hallsensor,timestamp
142570,-5233,-17737,13603,1646,9329,-10522,-22.75,-58.38000107,53.86999893,11434,1,225281
142571,-1113,-20258,10477,4846,11921,-7329,10.86999989,-35.13000107,22.29999924,11434,1,225322
142572,-2939,-22012,8487,4171,14510,-917,20.48999977,2.8800001139999996,21.48999977,11434,-1,225363
142573,12269,-16695,8914,6962,6928,3031,36.04000092,17.89999962,37.81999969,11434,-1,225404
142574,9062,-16004,6151,1055,8585,4737,51.45999908,22.57999992,58.81999969,11434,-2,225445
142575,1100,-13934,7143,-691,9068,6309,59.0,25.12000084,85.45999908,11434,-2,225487
142576,7662,-19188,-8394,-5960,6213,8447,62.34999847,13.51000023,110.6399994,11434,-2,225527
142577,20143,-25465,14042,-11311,913,12024,38.63000107,-0.09000000400000001,136.3500061,11434,-2,225567
142578,25618,-19913,14353,-7894,-3870,8894,12.0,-23.20999908,157.3899994,11434,-2,225608
142579,27311,-11604,8710,-9712,5965,4935,-18.88999939,-20.59000015,175.28999330000002,11434,-2,225649
142580,6864,-15416,6134,-12372,2594,-3923,-43.75999832,-14.22000027,165.72000119999998,11434,-2,225690
142581,25458,-4525,16453,-9097,-52,1842,-69.40000153,-13.52000046,165.67999269999999,11434,-2,225731
142582,15129,-7442,15114,-7655,6819,-9818,-83.83999634,-25.63999939,152.36999509999998,11434,1,225772
