id,accelerationx,accelerationy,accelerationz,angularvelocityx,angularvelocityy,angularvelocityz,pitch,roll,yaw,mdlcircle_id,hallsensor,timestamp
142540,4757,-6024,7669,609,3649,3735,38.04999924,49.43999863,33.58000183,11433,-1,224051
142541,4778,-4862,-292,-91,3777,3370,54.81999969,49.54999924,53.68000031,11433,-1,224092
142542,2962,-4813,3817,-2155,3255,4000,63.40999985,46.00999832,71.16000366,11433,-1,224133
142543,5165,-4521,5658,-1670,3855,4741,69.05999756,39.25999832,87.58000183,11433,-2,224174
142544,5827,-5966,836,-403,2008,7825,73.5,25.95000076,99.31999969,11433,-2,224215
142545,11577,-3795,4178,-5024,4326,5509,70.34999847,12.88000011,113.9000015,11433,-2,224256
142546,2668,-1972,1034,-3480,575,3738,61.54000092,5.539999962,122.3399963,11433,1,224297
142547,12442,-3844,4851,-6898,533,9037,49.04999924,-7.840000153,132.0599976,11433,1,224338
142548,10332,2672,3370,-3385,-2039,3187,33.84000015,-17.70999908,142.1600037,11433,1,224379
142549,14705,-10768,4650,-8910,931,6972,14.82999992,-25.04000092,154.2200012,11433,1,224420
142550,16701,-10699,11919,-5696,-3578,3781,-11.47000027,-26.96999931,168.2200012,11433,2,224461
142551,13480,-11147,4315,-10553,314,3003,-36.88000107,-27.89999962,179.8300018,11433,2,224502
142552,16368,-3017,14503,-11342,3822,-1006,-66.23999786,-21.93000031,176.1499939,11433,2,224543
